path,label
Data/paper/BTG0fjXM09DyD4sh.png,paper
Data/rock/BsWasfK2PdoRNEDw.png,rock
Data/scissors/h5MbTDhsN1x308Je.png,scissors
Data/rock/kcZfTQqKr8VaSjhk.png,rock
Data/scissors/8Gew5erdZ7A4K3gI.png,scissors
Data/scissors/H9H5HhYMY6vhEUJ4.png,scissors
Data/paper/e50cckZL8BKmqzjd.png,paper
Data/scissors/FfCLY0qhfyOoyam8.png,scissors
Data/paper/jYSFgcG68qqavVn6.png,paper
Data/paper/mUqkjFi6NBsHR7tf.png,paper
Data/paper/oi2e7ny5y00NBLOx.png,paper
Data/scissors/RtsIA3p963IFGi8t.png,scissors
Data/rock/9Ke26ZpKvhVSXl4V.png,rock
Data/rock/4RyeZiScDO5Z45oG.png,rock
Data/rock/wI8gSJIe2tzwPSub.png,rock
Data/rock/mN2Tm82UB8XH1eNs.png,rock
Data/scissors/tLHK08LTpqrSPnkX.png,scissors
Data/rock/aFWGfqQgf0jt1h7g.png,rock
Data/scissors/PJxEXjRb0K0Mpgsz.png,scissors
Data/paper/45OQyZuXtfNCc8Rk.png,paper
Data/rock/PZqNg7IprOGg561e.png,rock
Data/paper/hWVwQVI74lc5zgyK.png,paper
Data/paper/HTSIUeIA1IQrHtHu.png,paper
Data/paper/TcybcTuKdMPA4xpT.png,paper
Data/scissors/Qonst5LFs961D77L.png,scissors
Data/rock/IY007WkIgMgYMJRj.png,rock
Data/scissors/UDihI8vQDjvGJRjO.png,scissors
Data/rock/5cJA6BncdVbygRNL.png,rock
Data/rock/TIm7htC6BXzkOitR.png,rock
Data/paper/G4QepYlFnpE8Zse4.png,paper
Data/rock/6ZWuYAkiYnDTDa2N.png,rock
Data/paper/5FVy5hSvZ9c0M2Y5.png,paper
Data/scissors/Em50Yggfyz815VUH.png,scissors
Data/scissors/AqQ5Xll9nVqJODji.png,scissors
Data/paper/xJNBzdx479xjphEV.png,paper
Data/rock/JqR15GsfOszxXGP2.png,rock
Data/scissors/wMLAOfEG0tDVHVX0.png,scissors
Data/scissors/ksWe2SZsjOoLAzf5.png,scissors
Data/paper/ukOGooYiFOfJHNrx.png,paper
Data/paper/knWd03lNhoAUPdKX.png,paper
Data/paper/oAvUHooYsSpFid0p.png,paper
Data/paper/mZW0RUegJl9SM8ck.png,paper
Data/rock/DHqDt7x3dw4jZmp9.png,rock
Data/scissors/9A40U8awLxJ2lf1E.png,scissors
Data/rock/Bm9hYmhGUGmKxDwK.png,rock
Data/rock/lcZcrpCoDl7Y1AUF.png,rock
Data/rock/nx0qhNSB7YMLfe2E.png,rock
Data/rock/nQ7DM3VMBj0NdM0u.png,rock
Data/scissors/vk4PY18fJkMJvtbm.png,scissors
Data/scissors/HLeuB19sXYxS84Gt.png,scissors
Data/paper/2IOsxsG8AaxntdJM.png,paper
Data/paper/CnRjJejRPD3QmYTl.png,paper
Data/paper/HvQdmFU7Qzd4SSQ4.png,paper
Data/scissors/7Y69sHtbGL2KHj8O.png,scissors
Data/paper/ywXiLajxMzhy7BST.png,paper
Data/rock/MMeqszriRcb0Ljc6.png,rock
Data/paper/ocaU2HmemX7rmjm0.png,paper
Data/rock/7NqXwATGidLt6kZY.png,rock
Data/paper/9zfyVkUcku0qc4Gu.png,paper
Data/paper/77rce5yVvVPIPmp8.png,paper
Data/scissors/yUG4uvp1tvCVbLlk.png,scissors
Data/paper/5RvFm2PYoG18yIZO.png,paper
Data/scissors/q0tN60NS2kZFBzts.png,scissors
Data/paper/QKFJL22hutlivVGa.png,paper
Data/rock/QSa6ILjZeRdKM5Fz.png,rock
Data/scissors/rOigyekSUNnTrmz6.png,scissors
Data/rock/N3pHY9fO1y0jdeVu.png,rock
Data/scissors/dxFGJyDhnNu3iOmm.png,scissors
Data/scissors/Z6CURxA1iRNhTzO9.png,scissors
Data/scissors/TfQG2fJYyDv8Ic8P.png,scissors
Data/scissors/67sMDIYRNxuVsQQ8.png,scissors
Data/scissors/5inLBb6qZY0gpX3b.png,scissors
Data/paper/IQsx834hZ2POqopO.png,paper
Data/rock/T6biQxOCDlM5ad7k.png,rock
Data/scissors/dWIQvO3tVSLw4etp.png,scissors
Data/paper/oiJhtTsTDkiAcHeR.png,paper
Data/scissors/65PVbRzrpzfdu8nJ.png,scissors
Data/paper/RqdXcCyqmXMxSDxn.png,paper
Data/scissors/xOdLJOH2sxWkgRTS.png,scissors
Data/scissors/UW6gS11P3sXF3SBU.png,scissors
Data/rock/2nSUlcvPf1DOCo1j.png,rock
Data/paper/PDV8vSlSFdej3jNx.png,paper
Data/scissors/2DEYFsJ27UgVqv3W.png,scissors
Data/rock/GgPhnXFElpasCa0C.png,rock
Data/rock/FVTXzNJQnU231QXO.png,rock
Data/rock/gN9QXTe8BSMMHyAn.png,rock
Data/rock/1WuMUpzupKs67q29.png,rock
Data/rock/ODhkT6k9Xdoj9xG7.png,rock
Data/paper/V9v5VHsYgQOVnzo2.png,paper
Data/scissors/XrNTSnUh9OxytAYI.png,scissors
Data/paper/AYfr1pZxmZyZaXWu.png,paper
Data/paper/p2UN3r1vWk57uVqX.png,paper
Data/scissors/vMAludIRGF14FuGn.png,scissors
Data/rock/2DdERUV7Te8ivywq.png,rock
Data/scissors/vTLtWUiqxDhncYin.png,scissors
Data/scissors/nfqbRmCrRbEXjgfb.png,scissors
Data/rock/zkNTynOVx99Kr46m.png,rock
Data/scissors/eU4VT33MEquo64QQ.png,scissors
Data/paper/DGR6Jkl5GJY9Sez0.png,paper
Data/scissors/TYXCfgUSBF8L7HZK.png,scissors
Data/scissors/gWsh2wyYZXw7an5G.png,scissors
Data/rock/Zz52yCODsLplv7rK.png,rock
Data/paper/CHf3O6SDtuPbbD0s.png,paper
Data/rock/tgpoZwVYq6VIfho8.png,rock
Data/paper/SPx9aUguwNqxqPVS.png,paper
Data/paper/et9oIiGQmAgwy7GK.png,paper
Data/scissors/G3WzvjZXkizn9iK9.png,scissors
Data/paper/7YbjJFHGHPhJQFvE.png,paper
Data/rock/Mi2FjtLVdVgcJHxP.png,rock
Data/paper/Y8kfG3f6KJa1YJPA.png,paper
Data/paper/7Px9USAD7J56woB0.png,paper
Data/scissors/fXrAew7llUJLK8CU.png,scissors
Data/scissors/XEmNGqnMFMoeRQRi.png,scissors
Data/rock/qYTvWILCYIauIMkW.png,rock
Data/rock/M5FhZFlXsmRMTHkc.png,rock
Data/scissors/Egi7OpuV8V24C2LP.png,scissors
Data/paper/Om6b4BvZS49QNNFV.png,paper
Data/paper/KHfp6LJDEhqbcomR.png,paper
Data/scissors/xPDNBvgWZrdijzTm.png,scissors
Data/scissors/sem0kkR24VbSRmAc.png,scissors
Data/scissors/HGhHQ3uNh7XFl2ar.png,scissors
Data/scissors/5CzwWCDnxKOJz5T0.png,scissors
Data/rock/94oKRQFyit6SANlq.png,rock
Data/scissors/dFrcUPZxOwwT04y9.png,scissors
Data/paper/9qKKOliWXD7oDZOd.png,paper
Data/rock/hNKauGm372Z48JWy.png,rock
Data/scissors/2ufDQYIqKG1xRG7y.png,scissors
Data/scissors/e1qGNUkh9ecj7QG3.png,scissors
Data/paper/7L3Xke8iQBzywEPH.png,paper
Data/scissors/YTAomJ0XCIRzqKKX.png,scissors
Data/rock/oky5NsS9ymRXKVf8.png,rock
Data/paper/HuunhhoTMXTrST2Z.png,paper
Data/rock/k24NaH1jhXog9y7y.png,rock
Data/paper/BqGdYFfhQ4sOU5Xl.png,paper
Data/paper/keyl4nDZLxLORnr3.png,paper
Data/rock/JxhewAxaOg3wB1gA.png,rock
Data/rock/iaEybTdfnL0RoU9I.png,rock
Data/rock/3MSy75FXVzhhLg77.png,rock
Data/scissors/Eodp43S6sgfxeCST.png,scissors
Data/rock/DqakRofDCq0ryI49.png,rock
Data/paper/2PiUTczN5Ez4VreF.png,paper
Data/scissors/qoU2kq8bmOjMY5e0.png,scissors
Data/scissors/FmGfsSfUAyHzsiAO.png,scissors
Data/scissors/nPGqkGXIocWAZgzO.png,scissors
Data/rock/01dM3ewPIsnBICu1.png,rock
Data/scissors/Rc1pRmm4p20kAl7A.png,scissors
Data/scissors/0zoQAmDFXehOZsAp.png,scissors
Data/paper/fjITlTb11LELvo3e.png,paper
Data/paper/2UKnsncgPodQLOFR.png,paper
Data/paper/yM5JZ5J4uLeYIGOO.png,paper
Data/rock/I8DyB4yRN0Q8voWp.png,rock
Data/scissors/mBHQsHWDcRvtLIKC.png,scissors
Data/scissors/VaVPcDb7mPMQ1gHk.png,scissors
Data/scissors/2tRxoWcFfrvjsHTZ.png,scissors
Data/paper/y9DoLrI4Hlh2EUts.png,paper
Data/paper/7v943QrV87m1Fx5U.png,paper
Data/scissors/2EeIeEe1P0a0Fi9v.png,scissors
Data/paper/fMkDqtJgZAKa7dl5.png,paper
Data/rock/vL6UMd1OOIGuEdFu.png,rock
Data/paper/cfCjmEcXysh0H52D.png,paper
Data/scissors/7LFhnAZBWmtcMqDM.png,scissors
Data/scissors/8VaAxK3h5GeQAqRn.png,scissors
Data/scissors/asi6ZQCskd51eHm1.png,scissors
Data/rock/PDgemOaqWAiKPIcw.png,rock
Data/paper/pUCjvjdpH5HSaWxl.png,paper
Data/paper/pwM1GeKjG7KE4i75.png,paper
Data/rock/LHgGYA3vlHkUXzID.png,rock
Data/rock/qGG51BxEClmts5xA.png,rock
Data/rock/d5fTHW3xnYsDhax5.png,rock
Data/scissors/RZpLPA2iKiZ2GXR9.png,scissors
Data/scissors/Eolm0Lo5dzVwDYqB.png,scissors
Data/rock/nW7S3LYj4C49mX06.png,rock
Data/scissors/Jqu0bjUyPoEcMNhN.png,scissors
Data/rock/N5RzLbTF6dlVDkbx.png,rock
Data/paper/45ho1tx7W1LZB0DU.png,paper
Data/scissors/cPuxKnJCdcTotM5k.png,scissors
Data/rock/IQNb5XBjdbYa7A2W.png,rock
Data/scissors/8aOKoHx8aFjtDkxJ.png,scissors
Data/scissors/5QHP8zydBsbWyt4T.png,scissors
Data/rock/QSPgUc6QCA1kNLin.png,rock
Data/scissors/FSQhfK1gcYqm4O4W.png,scissors
Data/scissors/x0d1n2y61LHxML3g.png,scissors
Data/scissors/BdMHRwUTJ4FI4uPr.png,scissors
Data/scissors/FHS2JqvlXGibavFw.png,scissors
Data/scissors/Vn28McGu6NtjoMsb.png,scissors
Data/scissors/1CXgK9fgGdSRggD9.png,scissors
Data/scissors/qhd04h0tECbOylIV.png,scissors
Data/scissors/SsNjRQhLfqyGZtkG.png,scissors
Data/rock/smfqjL7LuLnrPqo1.png,rock
Data/scissors/TqrIZuWA1XJR0MEK.png,scissors
Data/paper/JlMP0YH6vhxWRMZz.png,paper
Data/paper/JQaNQ7LsPy3cY23Q.png,paper
Data/paper/CbiqUiChqkXHb8jk.png,paper
Data/paper/YrEfjld9tYk0b9m9.png,paper
Data/scissors/T6IiF7nWO9Tf0adD.png,scissors
Data/scissors/8isFA2VQqLOxzuvC.png,scissors
Data/scissors/mrWRR4bVPDvIIg7D.png,scissors
Data/paper/4484TuJc6AH7pDOG.png,paper
Data/paper/B9PzXQbhzehhxFRN.png,paper
Data/rock/RJSM8dpspJB6ckmX.png,rock
Data/paper/FmDdvclwy9Wc1zfc.png,paper
Data/paper/nb6CUTNhXBAmjFp9.png,paper
Data/paper/tsfjaR5pzLN4vfRW.png,paper
Data/paper/fiX6rjBt5qHGMsjc.png,paper
Data/rock/GwUjjywvFAhLUYYm.png,rock
Data/paper/2OCAZGNv2OEzgAwU.png,paper
Data/scissors/aMTILDN4K2ZEjYAx.png,scissors
Data/scissors/hJuytZrZ7fR1CWyi.png,scissors
Data/paper/K6IACWoiTOnGR9Np.png,paper
Data/paper/O0fq1v7s6qxN8o9L.png,paper
Data/rock/so3Om75mBnUfBdTe.png,rock
Data/rock/gaZKijiVXyjhSLYp.png,rock
Data/rock/kfz2fRvWcTqPzQxn.png,rock
Data/paper/rX4dcSySbz56p4dk.png,paper
Data/paper/A0Dgq561RAiluT9p.png,paper
Data/scissors/yPDwuZYpXF1iWDVh.png,scissors
Data/paper/Y7DDimLAYeU323au.png,paper
Data/paper/LqxEdPczGbYd9Zlu.png,paper
Data/scissors/6ZoT4ZO8D4G74afj.png,scissors
Data/rock/r87DASz5okmR0fnI.png,rock
Data/rock/uCt8rigwmrP07ZVr.png,rock
Data/paper/pVCqrp8S6Ze3DAI8.png,paper
Data/rock/IFr9SXl5OScOlvuk.png,rock
Data/rock/vxMVVVspXFiLAJc4.png,rock
Data/scissors/nf8YKjeoUMPtr65m.png,scissors
Data/paper/raSxG3GjqMrYHvgW.png,paper
Data/paper/qbWKhamyFLSmXCgZ.png,paper
Data/paper/eaOtD5yLQHTuFTz3.png,paper
Data/paper/COmibsBioPBur0V9.png,paper
Data/scissors/17HZDUFSVPxcar99.png,scissors
Data/scissors/T8GWcDJlUuzt12VL.png,scissors
Data/paper/zb6wXq49QppiS9sf.png,paper
Data/paper/hfYfNNtqkFzF9BE4.png,paper
Data/paper/uoYuyEHvVLrOOmqW.png,paper
Data/rock/2uxDLQKemRqulhIx.png,rock
Data/rock/FFAcRoW2ejkNNheZ.png,rock
Data/scissors/z5l2JCxLM7igVya5.png,scissors
Data/rock/fGaDsQT8mUTaytaT.png,rock
Data/scissors/LFzPbXpksRrG9jpF.png,scissors
Data/paper/oBKuveyTYAhqtKSw.png,paper
Data/scissors/KNNsNhduqSfuqEK5.png,scissors
Data/rock/nxmKEzuM4rL8EcIe.png,rock
Data/rock/vXU1VEpTIJDKa6kg.png,rock
Data/paper/4Bimc2E5E9jTh1Fh.png,paper
Data/scissors/LNyVq7Qg9M0S6RMZ.png,scissors
Data/scissors/a8DBHodNOhJCxQrN.png,scissors
Data/scissors/dkrdiLQ61q78gidZ.png,scissors
Data/rock/XFCJ1H5zoEXgE5CX.png,rock
Data/rock/MgF3uIzpCPWudb3N.png,rock
Data/paper/nGxiCAryWhadfu7W.png,paper
Data/rock/XdWXMPZZwwXhwYGI.png,rock
Data/scissors/46fOqpoVsNjc9m9m.png,scissors
Data/paper/u5672IrPHHkppdEK.png,paper
Data/scissors/N6hnu1jJLEfigfYH.png,scissors
Data/rock/BMet9oI6hmx1zdc9.png,rock
Data/paper/KJ77yLPN943SrPZW.png,paper
Data/paper/7fRLxoheLluOwCkp.png,paper
Data/paper/9zuFLFklb0ibEelE.png,paper
Data/paper/to1CYeerlgzyJIeO.png,paper
Data/rock/2vwLOZSd8FCXbuck.png,rock
Data/paper/HXxUlm3O2djcDgUR.png,paper
Data/rock/p68vc2nK8JZRDmBx.png,rock
Data/scissors/jwdItCvoNRkssn6D.png,scissors
Data/rock/HxzCqTAGvmLYaHjA.png,rock
Data/rock/UJ1D4UeUI0pnDG5h.png,rock
Data/scissors/LErff4WDwhjsYG8Z.png,scissors
Data/scissors/WoS4fluqoRRsfjle.png,scissors
Data/paper/MKe2ciaSOmdDH1JK.png,paper
Data/paper/aINwMVFw8UopgTOm.png,paper
Data/scissors/RydyYWgvhLQPwEaw.png,scissors
Data/scissors/VrHis8ru9xXA5Lqh.png,scissors
Data/paper/vPvoQzBR7Paf5Jml.png,paper
Data/paper/SrSUeH255dybz2zi.png,paper
Data/scissors/HEvNErOwJyFQMMIB.png,scissors
Data/paper/DBriMZZSZtYea72l.png,paper
Data/paper/pW8TQWh9SoWh0HLE.png,paper
Data/scissors/KMUCDyhYewIdDnvu.png,scissors
Data/paper/FVEAFUE9uhfJPi2f.png,paper
Data/paper/JDZ86cNk15r0NTi6.png,paper
Data/scissors/lGC1Z9CaHybrKaoK.png,scissors
Data/scissors/eTkUxksFCvfsbVLs.png,scissors
Data/scissors/h8GCEjkSpQjdUuZH.png,scissors
Data/rock/ZWKMxS1Yoa5ZvkOz.png,rock
Data/rock/MJkLyjWTzbjL8qyk.png,rock
Data/paper/NwbFl4nQqE5pm5PZ.png,paper
Data/paper/qVqPFRhMJXPFh8Yb.png,paper
Data/scissors/Ep0yJCcioRpgZquy.png,scissors
Data/rock/6TEsyzE1MEK6Xg31.png,rock
Data/rock/rZ3CYuMZgTELnLxc.png,rock
Data/scissors/uM6obPsz0ALWxBjQ.png,scissors
Data/scissors/w58UIOAxkjM2L3AO.png,scissors
Data/rock/NzQfD5IzPphBZNKi.png,rock
Data/paper/vfKiFjWIK9JKHxLn.png,paper
Data/scissors/hzvSpM4olIqXfeVt.png,scissors
Data/paper/W79peyAyfQqNP1vF.png,paper
Data/paper/3YvRoN0ZGuXVWEbh.png,paper
Data/paper/yB11HwUEuYHhVlKo.png,paper
Data/paper/84JL84r6Jcpp5Udi.png,paper
Data/scissors/1MMkSW3f1CAsw03q.png,scissors
Data/scissors/IZYmxHXE1DVHJfYm.png,scissors
Data/rock/xhK87JYV3RYJYhA2.png,rock
Data/paper/eiiwN1DsKoIheMgz.png,paper
Data/paper/4aWP3XumkgwZtqZ7.png,paper
Data/scissors/QjvKDUTFuGf7gAm4.png,scissors
Data/paper/WejRez1oUWm5lhuw.png,paper
Data/rock/g04l14MAwqQthuWW.png,rock
Data/paper/dZxpgHYRuQNv7T7A.png,paper
Data/rock/j31qLVBZfstRnWsA.png,rock
Data/scissors/YaAtOlkyK9hnzZ11.png,scissors
Data/paper/RlpqfQnTgM6AxUNs.png,paper
Data/rock/m7OF0PiEJCUJyf6K.png,rock
Data/scissors/uI2O1DwI1nIIx9Qu.png,scissors
Data/paper/nsbCG572TtIVkjKn.png,paper
Data/paper/LrVULgPLsLsfdZ2z.png,paper
Data/rock/O5iExVmt45IRGquU.png,rock
Data/paper/TstngIvuLJt0GIze.png,paper
Data/rock/fK7m8vZQS1RUHcMr.png,rock
Data/rock/82wZr9Bpl9vfsoG1.png,rock
Data/rock/7O4sybfz26sg4yrF.png,rock
Data/paper/OSEIPDjPzHw3gKjc.png,paper
Data/scissors/Ckqc5ia9xteRont9.png,scissors
Data/paper/14K62H4KG1hg5qiJ.png,paper
Data/paper/SoqluLecSTBcuyoS.png,paper
Data/scissors/F4iIoT06hTWSuSs2.png,scissors
Data/paper/E10FR2TKbBsv9Hgm.png,paper
Data/scissors/RbjC5b9sd5JtTlOf.png,scissors
Data/paper/n5NXfZTRonR4iOr0.png,paper
Data/paper/i47BmmqwUa4y0jIP.png,paper
Data/paper/zru6yFR3dqc3SymW.png,paper
Data/paper/SsvKZDW23vRQMUtA.png,paper
Data/rock/Bv1IS98JTiuZC7Bs.png,rock
Data/scissors/vcEwRcuUMQ89i8on.png,scissors
Data/rock/CZMVXF6ReNFTmQu3.png,rock
Data/paper/ySmdq2LJmCBQatvr.png,paper
Data/scissors/OWzxS6m9SGpk1bnY.png,scissors
Data/rock/i5FY2iOcMjYyop5u.png,rock
Data/scissors/sC3hanWBPaeGV4xg.png,scissors
Data/paper/UGHu0zv6pWOmgBWn.png,paper
Data/rock/NpJEIrbBZBhud8tg.png,rock
Data/scissors/2TAGoXw7yaK0bXBu.png,scissors
Data/scissors/6gt1kvpjTKJIA7S0.png,scissors
Data/rock/ktot0Gt2YvkPXl1X.png,rock
Data/rock/m0xWKKlJMcCcQagG.png,rock
Data/paper/jAh36hlZLpECSBHp.png,paper
Data/paper/r9sXHEyVJVCtshSA.png,paper
Data/rock/85dWwzSo83sQnsoh.png,rock
Data/paper/hH7jcOkAiHqNDWcy.png,paper
Data/paper/x3z3E6Z2qsmW8TaH.png,paper
Data/scissors/ejWJ6Ber6qqXnuag.png,scissors
Data/rock/l0XeoPGwezMDYujz.png,rock
Data/scissors/wvySukQJa9DYOX8v.png,scissors
Data/scissors/KSNET1XTWbrg5Rcz.png,scissors
Data/paper/kmBByXdkwf5Vro8P.png,paper
Data/scissors/1L1n6plr7jlZGirw.png,scissors
Data/scissors/ZyZeKfG5s1J9Qn64.png,scissors
